Id,Probability
1,0.0
2,0.033382411357991845
3,0.0
4,0.13958423110257484
5,0.12086882919942618
6,0.0031
7,0.005694174836601308
8,0.04376666666666667
9,0.006415469977836606
10,0.5744740551931729
11,0.0
12,0.0
13,0.0
14,0.0014935897435897436
15,0.0
16,0.0
17,0.0010064935064935067
18,0.011283289438781988
19,0.10951269841269842
20,0.030432034632034637
21,0.0
22,0.05547474365000545
23,0.0011345238095238094
24,0.2955166666666667
25,0.0035357142857142857
26,0.02539094128687522
27,0.23214896619084074
28,0.0
29,0.0
30,0.0044231601731601735
31,0.012481494133885437
32,0.01390426039397995
33,0.0
34,0.06727111384163928
35,0.2753055555555555
36,0.0
37,0.10389258511507647
38,0.001
39,0.10265864024176757
40,0.03548809523809524
41,0.09254293761793769
42,0.06806666666666668
43,0.23171845217476045
44,0.0
45,0.15194126984126988
46,0.0037275452131359465
47,0.0037275452131359465
48,0.08746542154096364
49,0.0001111111111111111
50,0.0006103896103896104
51,0.0
52,0.0
53,0.0
54,0.0
55,0.03394523809523809
56,0.0
57,0.0
58,0.19217031024531006
59,0.0032166666666666663
60,0.029
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.04021707286952872
67,0.0
68,0.07735823963276098
69,0.0
70,0.550154587079587
71,0.02461886630979837
72,0.07735823963276098
73,0.0
74,0.28699295309927025
75,0.0
76,0.0
77,0.07898326409510328
78,0.0
79,0.0
80,0.019066927516927505
81,0.0
82,0.0
83,0.05693460102104132
84,0.036584914103615696
85,0.0016113247863247862
86,0.00011764705882352942
87,0.03906453193924551
88,0.0
89,0.011283289438781988
90,0.039744114426638576
91,0.0
92,0.0
93,0.08184125694312906
94,0.005401587301587303
95,0.00265
96,0.004333333333333333
97,0.022626482885980462
98,0.0
99,0.034882393971676744
100,0.0
101,0.06142581696747871
102,0.14079185993744847
103,0.0
104,0.0
105,0.20071688311688315
106,0.017020094767261372
107,0.4126666666666667
108,0.0
109,0.0
110,0.0
111,0.0
112,0.23674049284049276
113,0.0006825396825396826
114,0.36245165390165396
115,0.08017967334730769
116,0.05805546598235768
117,0.01586360183292792
118,0.0920036206687938
119,0.0
120,0.0
121,0.0
122,0.05594999999999999
123,0.006246479541980279
124,0.58634980738216
125,0.0
126,0.0
127,0.0
128,0.00016666666666666666
129,0.0
130,0.029861007729170566
131,0.00872991452991453
132,0.0
133,0.020846078721739224
134,0.15171818181818184
135,0.1735
136,0.0
137,0.25153239538239525
138,0.017469047619047617
139,0.0
140,0.0
141,0.0069719142345763055
142,0.0
143,0.0037275452131359465
144,0.0
145,0.2302666666666667
146,0.010039125108547398
147,0.0
148,0.049197222222222226
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0147650285323617
154,0.0
155,0.000325
156,0.001476190476190476
157,0.044769047619047625
158,0.0
159,0.03765524154288052
160,0.0
161,0.016600018340465754
162,0.002721133643322392
163,0.0
164,0.0006
165,0.0
166,0.013134037905930334
167,0.3850465700965701
168,0.10292305342336314
169,0.10033333333333333
170,0.0
171,0.007061155187672577
172,0.0006666666666666666
173,0.0
174,0.05526822533116209
175,0.0
176,0.2836998279954384
177,0.016000000000000004
178,0.023430083805083796
179,0.0
180,0.0
181,0.049278571428571415
182,0.0
183,0.0
184,0.0
185,0.25220891396185513
186,0.0
187,0.03542113650536483
188,0.0
189,0.003
190,0.0003333333333333333
191,0.0
192,0.07515032317572527
193,0.0
194,0.0996853223128701
195,0.0
196,0.18905614024847456
197,0.0
198,0.0
199,0.015914573542362434
200,0.0
201,0.00030434782608695655
202,0.003541666666666667
203,0.5577119047619047
204,0.031767965367965355
205,0.018007492321662478
206,0.0
207,0.0
208,0.0
209,0.07132705342350085
210,0.006590443989838613
211,0.07735823963276098
212,0.0
213,0.0
214,0.0
215,0.0
216,0.006321595071595071
217,0.0
